,OBJECTID,id,language_,rights,rightsHolder,institutionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,sex,lifeStage,samplingProtocol,year_,month_,day_,waterBody,country,decimalLatitude,decimalLongitude,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,specificEpithet,scientificNameAuthorship,vernacularName
315,315,SharkSurvey2009_141212,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=119cm,SharkSurvey2009_141212,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,44.65,-55.69,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
316,316,SharkSurvey2009_141213,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141213,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,44.65,-55.69,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
317,317,SharkSurvey2009_141214,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=157cm,SharkSurvey2009_141214,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,44.65,-55.69,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
318,318,SharkSurvey2009_141215,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=144cm,SharkSurvey2009_141215,male,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,44.65,-55.69,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
319,319,SharkSurvey2009_141217,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=157cm,SharkSurvey2009_141217,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,45.14,-55.42,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
320,320,SharkSurvey2009_141218,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=121cm,SharkSurvey2009_141218,male,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,45.14,-55.42,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
321,321,SharkSurvey2009_141219,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=186cm,SharkSurvey2009_141219,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,45.14,-55.42,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
322,322,SharkSurvey2009_141220,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141220,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,45.14,-55.42,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
323,323,SharkSurvey2009_141221,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=188cm,SharkSurvey2009_141221,female,NA,Longline fishing gear,2009,6,17,Northwest Atlantic,Canada,45.14,-55.42,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
324,324,SharkSurvey2009_141222,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=186cm,SharkSurvey2009_141222,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
325,325,SharkSurvey2009_141223,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141223,undetermined,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
326,326,SharkSurvey2009_141224,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=190cm,SharkSurvey2009_141224,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
327,327,SharkSurvey2009_141225,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141225,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
328,328,SharkSurvey2009_141226,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=126cm,SharkSurvey2009_141226,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
329,329,SharkSurvey2009_141227,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=146cm,SharkSurvey2009_141227,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
330,330,SharkSurvey2009_141228,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141228,undetermined,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
331,331,SharkSurvey2009_141229,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=146cm,SharkSurvey2009_141229,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
332,332,SharkSurvey2009_141230,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=133cm,SharkSurvey2009_141230,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
333,333,SharkSurvey2009_141231,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=147cm,SharkSurvey2009_141231,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
334,334,SharkSurvey2009_141232,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141232,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
335,335,SharkSurvey2009_141233,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=134cm,SharkSurvey2009_141233,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
336,336,SharkSurvey2009_141234,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=190cm,SharkSurvey2009_141234,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
337,337,SharkSurvey2009_141235,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=155cm,SharkSurvey2009_141235,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
338,338,SharkSurvey2009_141236,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=137cm,SharkSurvey2009_141236,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
339,339,SharkSurvey2009_141237,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=139cm,SharkSurvey2009_141237,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
340,340,SharkSurvey2009_141238,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141238,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
341,341,SharkSurvey2009_141239,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=166cm,SharkSurvey2009_141239,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
342,342,SharkSurvey2009_141240,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=121cm,SharkSurvey2009_141240,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
343,343,SharkSurvey2009_141241,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;,SharkSurvey2009_141241,female,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
344,344,SharkSurvey2009_141242,En,http://data.gc.ca/eng/open-government-licence-canada & http://www.canadensys.net/norms,"Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans",BIO,Mar_SharkSurvey,Bedford Institute of Oceanography,SharkSurvey2009,Porbeagle shark surveys of Atlantic Canada,Human observation,DressedWeight=Kg;ForklengthCurved=183cm,SharkSurvey2009_141242,male,NA,Longline fishing gear,2009,6,18,Northwest Atlantic,Canada,44.99,-54.57,urn:lsid:marinespecies.org:taxname:105841,Lamna nasus,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,"(Bonnaterre, 1788)",porbeagle
